商品名,平均,標準偏差,最小,最大,中央値,変動係数_CV,需要パターン,安全在庫,発注点,推奨発注量_週間
アーモンド・ブリーズ微糖,2.923076923076923,1.1875421719907089,1.0,4.0,3.0,0.41,通常,2.0,5.0,20.0
アーモンド効果プロテイン,1.2857142857142858,0.48795003647426655,1.0,2.0,1.0,0.38,通常,1.0,2.0,9.0
アーモンドＣ香ばしＰＪ,1.1481481481481481,0.36201399289824565,1.0,2.0,1.0,0.32,通常,1.0,2.0,8.0
イープラス　入金,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
イープラス　発券,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
イーラインマスクピンク,6.010869565217392,3.0508315033644,1.0,14.0,6.0,0.51,通常,5.0,11.0,42.0
イーラインマスクベージュ,4.489130434782608,2.2311213620622157,1.0,10.0,4.0,0.5,通常,4.0,8.0,31.0
ウィルキンソン　タンサン,4.731343283582089,2.253496203224364,1.0,12.0,5.0,0.48,通常,4.0,9.0,33.0
ウィルキンソン　レモン,10.619047619047619,4.212792310050312,5.0,18.0,10.0,0.4,通常,7.0,18.0,74.0
ウィルキンソンマスカット,9.0,4.633213427705081,1.0,16.0,10.0,0.51,通常,8.0,17.0,63.0
ウィルキンソンＥＸ　ＧＦ,3.6923076923076925,1.6012815380508714,2.0,6.0,3.0,0.43,通常,3.0,7.0,26.0
ウィルキンソンＥＸグレプ,15.652173913043478,6.8464237223941415,6.0,29.0,14.0,0.44,通常,11.0,27.0,110.0
ウェルチ　マスカットＳＰ,6.454545454545454,3.0777796010642597,2.0,12.0,6.0,0.48,通常,5.0,11.0,45.0
ウェルチ　１房分のぶどう,2.5714285714285716,1.9023794624226837,1.0,6.0,2.0,0.74,変動大,3.0,6.0,18.0
ウコンの力ドリンク,3.5681818181818183,1.998824105728824,1.0,8.0,4.0,0.56,通常,3.0,7.0,25.0
エ　コ　ノ　ミ　ス　ト,0.0,,0.0,0.0,0.0,,不明,,,0.0
エッセンシャルズビタミン,6.243243243243243,3.126601773867433,1.0,16.0,6.0,0.5,通常,5.0,11.0,44.0
エッセンシャルズ鉄分,4.25,2.146673928481892,1.0,12.0,4.0,0.51,通常,4.0,8.0,30.0
エナジーの塊,3.0,,3.0,3.0,3.0,,不明,,,21.0
エボコールドＭ　ＰＬＭ,1.3953488372093024,0.6225728063646903,1.0,3.0,1.0,0.45,通常,1.0,2.0,10.0
エボディープＲ　ＰＬＭ,1.3548387096774193,0.6607262215055084,0.0,3.0,1.0,0.49,通常,1.0,2.0,9.0
エボベリーＣＲ　ＰＬＭ,1.6216216216216217,0.9235003263956395,1.0,5.0,1.0,0.57,通常,2.0,4.0,11.0
エボルタＮＥＯ単３－４Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
エボルタＮＥＯ単４－４Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
エボＴバナナＣＰＬＭ,1.434782608695652,1.1211230958496174,1.0,6.0,1.0,0.78,変動大,2.0,3.0,10.0
エボＴベリーＣＰＬＭ,1.5,0.7184212081070995,1.0,3.0,1.0,0.48,通常,1.0,2.0,10.0
オイコス　ストロベリー,1.1333333333333333,0.3518657752744984,1.0,2.0,1.0,0.31,通常,1.0,2.0,8.0
オイコス　パッションフル,1.0,0.816496580927726,0.0,2.0,1.0,0.82,変動大,1.0,2.0,7.0
オイコス　ピーチ,1.6,0.8944271909999159,1.0,3.0,1.0,0.56,通常,1.0,3.0,11.0
オイコス　プレーン加糖,1.5,0.7071067811865476,1.0,2.0,1.5,0.47,通常,1.0,2.0,10.0
オイコス　レモン＆ハニー,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
オイコスドリンク　カフェ,2.0,,2.0,2.0,2.0,,不明,,,14.0
オニポテスナック,1.5,0.5345224838248488,1.0,2.0,1.5,0.36,通常,1.0,2.0,10.0
オリオンドラフト３５０,3.776470588235294,1.9479932934043838,1.0,10.0,4.0,0.52,通常,3.0,7.0,26.0
オレンジ,5.681159420289855,2.3545497485356033,1.0,11.0,6.0,0.41,通常,4.0,10.0,40.0
オレンジもちとろクリーム,2.2142857142857144,1.6256866681058633,0.0,6.0,2.0,0.73,変動大,3.0,5.0,16.0
オレンジパンチ３５０,6.105263157894737,6.270696725795357,1.0,28.0,4.0,1.03,変動大,10.0,16.0,43.0
オレンジページ,0.5,0.7071067811865476,0.0,1.0,0.5,1.41,変動大,1.0,2.0,4.0
オロナミンＣ,6.076086956521739,2.825448308888631,0.0,14.0,5.0,0.47,通常,5.0,11.0,43.0
カカオ味わうショコララテ,1.75,0.9574271077563381,1.0,3.0,1.5,0.55,通常,2.0,4.0,12.0
カシミヤＥＸポケット,1.9666666666666666,1.1194227729650525,1.0,6.0,2.0,0.57,通常,2.0,4.0,14.0
カジッテグレープ＆マスカ,11.333333333333334,3.7161167647860327,4.0,17.0,10.0,0.33,通常,6.0,17.0,79.0
カジッテミカン＆レモン,5.266666666666667,2.404361117002265,2.0,9.0,4.0,0.46,通常,4.0,9.0,37.0
カスタムプラスＥＸ首振り,0.75,0.5,0.0,1.0,1.0,0.67,通常,1.0,2.0,5.0
カニカマの寿司,3.75,1.6244657241348273,1.0,8.0,4.0,0.43,通常,3.0,7.0,26.0
カニカママカロニサラダ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
カフェオレクリームサンド,12.777777777777779,8.242842012585493,2.0,26.0,10.0,0.65,通常,14.0,27.0,89.0
カフェカップＭ,0.0,,0.0,0.0,0.0,,不明,,,0.0
カフェカップＳ,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
カフェラッテ,3.0,,3.0,3.0,3.0,,不明,,,21.0
カフェラッテクリーミーラ,8.25,3.693623849670827,4.0,14.0,7.5,0.45,通常,6.0,14.0,58.0
カルピス　ひんやりライチ,14.38888888888889,13.92475108612206,1.0,38.0,7.0,0.97,変動大,23.0,37.0,101.0
カルピス　ザ　リッチ,7.666666666666667,3.0767948691238205,5.0,12.0,7.0,0.4,通常,5.0,13.0,54.0
カルピス　リンゴ＆洋梨,6.4,2.685850536319599,1.0,11.0,6.0,0.42,通常,4.0,10.0,45.0
カルピス　Ｐグレープ,8.272727272727273,5.139862042718834,1.0,16.0,7.0,0.62,通常,8.0,16.0,58.0
カルピスウォーター５００,14.791208791208792,13.193867669419157,1.0,66.0,13.0,0.89,変動大,22.0,37.0,104.0
カルピスＰマンゴーピーチ,4.5,2.8809720581775866,1.0,8.0,3.5,0.64,通常,5.0,10.0,32.0
カレーせんオリジナルスパ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
カレーコロッケバ－ガ－（,5.0,3.6209268304000717,1.0,15.0,4.0,0.72,変動大,6.0,11.0,35.0
カロリーメイト　バニラ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
カロリーメイトチョコ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
カロリーＭハーフ　バニラ,1.375,0.627877989127481,1.0,4.0,1.0,0.46,通常,1.0,2.0,10.0
カロリーＭハーフフルーツ,4.868131868131868,2.4909114405453683,1.0,11.0,4.0,0.51,通常,4.0,9.0,34.0
カロリＭハーフチョコ,8.847826086956522,3.7852657740786038,2.0,20.0,9.0,0.43,通常,6.0,15.0,62.0
カロリＭハーフチーズ味,3.6704545454545454,2.3229073682754326,0.0,12.0,3.0,0.63,通常,4.0,8.0,26.0
カンデミーナ電撃マスカッ,3.5,2.085144140570748,1.0,9.0,2.5,0.6,通常,3.0,6.0,24.0
カンデミーナＳＰベスト,5.7368421052631575,2.642433753256811,1.0,12.0,5.0,0.46,通常,4.0,10.0,40.0
カンデミーナＷ電撃ライチ,1.1428571428571428,0.3779644730092272,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
カントリーＭマロンケーキ,1.1538461538461537,0.36794648440311994,1.0,2.0,1.0,0.32,通常,1.0,2.0,8.0
カントリーＭミニバニラ,1.875,1.2279806626883454,0.0,8.0,2.0,0.65,通常,2.0,4.0,13.0
カントリーＭ塩バニラアイ,2.0,1.3228756555322951,1.0,6.0,2.0,0.66,通常,2.0,4.0,14.0
カンロザストロングソーダ,4.125,2.0289570391377603,1.0,9.0,4.0,0.49,通常,3.0,7.0,29.0
カーセンサー東日本版,0.0,,0.0,0.0,0.0,,不明,,,0.0
カーセンサー首都圏版,0.0,,0.0,0.0,0.0,,不明,,,0.0
ガイコツグミグレープ味,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ガパオまぜごはん,8.0,,8.0,8.0,8.0,,不明,,,56.0
ガムシロップ,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
ガルボつぶ練り苺ＰＫＰ,3.011764705882353,1.9669538792318468,1.0,10.0,3.0,0.65,通常,3.0,6.0,21.0
ガルボほろにがブラックＰ,3.2222222222222223,2.3333333333333335,1.0,7.0,3.0,0.72,変動大,4.0,7.0,23.0
ガルボチョコパウチ,2.0,1.0327955589886446,1.0,4.0,2.0,0.52,通常,2.0,4.0,14.0
ガルボポケットパック,2.892857142857143,2.0180979781035098,0.0,11.0,3.0,0.7,変動大,3.0,6.0,20.0
ガルボ紫いもＰＫＰ,5.5,6.363961030678928,1.0,10.0,5.5,1.16,変動大,10.0,16.0,38.0
ガーナザクほろ塩ミルＰＪ,1.7857142857142858,0.9567360740266436,0.0,5.0,2.0,0.54,通常,2.0,4.0,12.0
キシリトール粒グレープ,2.5853658536585367,1.3235867796499319,1.0,6.0,2.0,0.51,通常,2.0,5.0,18.0
キシリトール粒フレッシュ,2.1733333333333333,1.2983704270221832,1.0,6.0,2.0,0.6,通常,2.0,4.0,15.0
キシリトール粒ライムミン,4.8478260869565215,2.7533587185759414,1.0,14.0,4.0,0.57,通常,5.0,10.0,34.0
キットカットバー,2.8072289156626504,1.756228159835046,0.0,10.0,3.0,0.63,通常,3.0,6.0,20.0
キャップ付鉛筆３Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
キャメルクラフト１,1.2666666666666666,0.5936168397046636,1.0,3.0,1.0,0.47,通常,1.0,2.0,9.0
キャメルクラフト１２,1.368421052631579,0.7608859102526822,1.0,4.0,1.0,0.56,通常,1.0,2.0,10.0
キャメルクラフト６,2.287878787878788,1.4116564358135772,1.0,7.0,2.0,0.62,通常,2.0,4.0,16.0
キャメルクラフトＭ５,1.7254901960784315,0.7232822788524276,1.0,3.0,2.0,0.42,通常,1.0,3.0,12.0
キャメルクラフトＭＢ５,1.6666666666666667,1.176696810829104,1.0,5.0,1.0,0.71,変動大,2.0,4.0,12.0
キャメルリッチプルーム,3.971830985915493,2.402212260075019,0.0,12.0,4.0,0.6,通常,4.0,8.0,28.0
キャメＭコールドプルーム,7.633333333333334,4.886233815412071,1.0,21.0,7.0,0.64,通常,8.0,16.0,53.0
キャメＭベリープルーム,4.01123595505618,2.4931468888939605,1.0,12.0,4.0,0.62,通常,4.0,8.0,28.0
キャメＭマスカットＰＬ,2.8983050847457625,2.1551455287627594,0.0,10.0,2.0,0.74,変動大,4.0,7.0,20.0
キャラパキ発掘恐竜,1.2857142857142858,0.48795003647426655,1.0,2.0,1.0,0.38,通常,1.0,2.0,9.0
キリン晴れ風３５０,5.0,4.195235392680606,0.0,14.0,4.0,0.84,変動大,7.0,12.0,35.0
キレート　ＭＵＫＵＭＩ,2.262295081967213,1.153279950752957,1.0,6.0,2.0,0.51,通常,2.0,4.0,16.0
キレートクエン酸ゼリー,8.728260869565217,3.432563072964654,1.0,20.0,9.0,0.39,通常,6.0,15.0,61.0
キレートレモンクエン酸,2.0,1.7320508075688772,1.0,4.0,1.0,0.87,変動大,3.0,5.0,14.0
クア・アイナテリチキン,15.9375,10.337431982847576,4.0,32.0,14.0,0.65,通常,17.0,33.0,112.0
クッキークリームクレープ,2.5,0.5773502691896257,2.0,3.0,2.5,0.23,安定,1.0,4.0,18.0
クラッシュ蒟蒻畑ぶどう味,3.3333333333333335,2.0816659994661326,1.0,5.0,4.0,0.62,通常,3.0,6.0,23.0
クラッシュ蒟蒻畑みかん味,1.2,0.4472135954999579,1.0,2.0,1.0,0.37,通常,1.0,2.0,8.0
クラッシュ蒟蒻畑りんご味,1.9682539682539681,1.2947568456272067,1.0,7.0,2.0,0.66,通常,2.0,4.0,14.0
クラフトテープ　１巻,0.0,,0.0,0.0,0.0,,不明,,,0.0
クラフトボス　ミルクラテ,16.4,8.61974477580398,2.0,25.0,18.0,0.53,通常,14.0,30.0,115.0
クラフトボス　ラテ,19.723076923076924,14.330373874558033,3.0,54.0,14.0,0.73,変動大,24.0,44.0,138.0
クラフトボスイタリアーノ,10.631578947368421,6.8592847024113235,4.0,34.0,8.5,0.65,通常,11.0,22.0,74.0
クラフトボスブラック,33.38461538461539,15.236358968447306,1.0,82.0,32.0,0.46,通常,25.0,58.0,234.0
クランキーＰＪクランチＣ,2.6547619047619047,1.2940461214015522,1.0,7.0,3.0,0.49,通常,2.0,5.0,19.0
クランキーＰＪストロベリ,1.5,0.7071067811865476,1.0,2.0,1.5,0.47,通常,1.0,2.0,10.0
クリアクリーントラベル,1.1875,0.39655776945626603,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
クリニカトラベルセット,1.4375,0.7692563416371269,0.0,3.0,1.0,0.54,通常,1.0,2.0,10.0
クリニカハミガキ　ミニ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
クリーミーほうじ茶ラテ,2.176470588235294,1.0145993123917845,1.0,4.0,2.0,0.47,通常,2.0,4.0,15.0
クリームたい焼きカスター,4.6022727272727275,3.225401241108492,0.0,14.0,4.0,0.7,変動大,5.0,10.0,32.0
クリームワッフルクッキー,3.25,2.052872551885702,1.0,6.0,3.5,0.63,通常,3.0,6.0,23.0
クリーム＆コーヒーゼリー,1.25,0.5,1.0,2.0,1.0,0.4,通常,1.0,2.0,9.0
クロレッツＸＰ　オリジナ,4.133333333333334,1.8973665961010275,1.0,9.0,4.0,0.46,通常,3.0,7.0,29.0
クロレッツＸＰ　クリアミ,1.297872340425532,0.5483133671233471,0.0,3.0,1.0,0.42,通常,1.0,2.0,9.0
クロレッツＸＰシャープミ,1.2432432432432432,0.43495883620083997,1.0,2.0,1.0,0.35,通常,1.0,2.0,9.0
クールマイルド・ＢＯＸ,1.4444444444444444,0.783823376129674,1.0,3.0,1.0,0.54,通常,1.0,2.0,10.0
クールループド,1.5,0.7801894976054939,1.0,4.0,1.0,0.52,通常,1.0,2.0,10.0
クール・ＢＯＸ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ググッタＳマスカット味,10.826086956521738,5.4660287554797256,1.0,22.0,10.0,0.5,通常,9.0,20.0,76.0
グミだよ。ピーチフラッペ,3.5555555555555554,2.47033683989939,1.0,9.0,3.0,0.69,通常,4.0,8.0,25.0
グミだよ。レモネード味,2.5714285714285716,1.4525460784051258,1.0,5.0,2.5,0.56,通常,2.0,5.0,18.0
グミっちょ夕張メロン,3.0,,3.0,3.0,3.0,,不明,,,21.0
グミチョコボールぶどう味,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
グミチョコボール苺,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
グミチョコ苺,1.6666666666666667,0.816496580927726,1.0,3.0,1.5,0.49,通常,1.0,3.0,12.0
グランドジャンプ,1.1111111111111112,0.6009252125773316,0.0,2.0,1.0,0.54,通常,1.0,2.0,8.0
グリーンガム,1.9310344827586208,1.0573397429981586,0.0,5.0,2.0,0.55,通常,2.0,4.0,14.0
グリーンダカラ,10.986666666666666,6.946695370935493,1.0,46.0,10.0,0.63,通常,11.0,22.0,77.0
グリーンダカラ麦茶６８０,30.593220338983052,26.987940246727955,1.0,109.0,24.0,0.88,変動大,44.0,75.0,214.0
グレープフルーツ,1.94,1.1141025490482994,1.0,5.0,2.0,0.57,通常,2.0,4.0,14.0
グロー・ヒーロ・ルビー,1.0,,1.0,1.0,1.0,,不明,,,7.0
グローＨプロオニキスＰ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
グローＨプロサクラＥＤ,1.0,,1.0,1.0,1.0,,不明,,,7.0
グローＨＧブラック,1.0,,1.0,1.0,1.0,,不明,,,7.0
ケントエス・スパーク１,3.0985915492957745,2.145792757783504,0.0,10.0,2.0,0.69,通常,4.0,7.0,22.0
ケントエス・スパーク５,1.3636363636363635,0.6741998624632421,1.0,3.0,1.0,0.49,通常,1.0,2.0,10.0
ケントエス１・１００Ｂ,3.1538461538461537,1.9142454556131678,1.0,8.0,3.0,0.61,通常,3.0,6.0,22.0
ケントトゥルータバコ,2.8,2.4525119397904698,1.0,12.0,2.0,0.88,変動大,4.0,7.0,20.0
ケント・１・１００ＢＯＸ,2.232876712328767,1.4862382411945405,1.0,6.0,2.0,0.67,通常,2.0,4.0,16.0
ケント・１・ＫＳ・ＢＯＸ,1.2352941176470589,0.437237316097603,1.0,2.0,1.0,0.35,通常,1.0,2.0,9.0
ケント・６・１００ＢＯＸ,1.3333333333333333,0.5163977794943223,1.0,2.0,1.0,0.39,通常,1.0,2.0,9.0
ケント１・１００Ｂ１０Ｐ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ケントＮＳインテンスリＦ,1.368421052631579,0.6839855680567694,0.0,3.0,1.0,0.5,通常,1.0,2.0,10.0
ケントＮＳスムースＦ,4.444444444444445,2.8333333333333335,1.0,10.0,4.0,0.64,通常,5.0,9.0,31.0
ケントＮＳダークＦ,4.0,4.358898943540674,1.0,9.0,2.0,1.09,変動大,7.0,11.0,28.0
ケントＮＳブライトタバコ,3.6818181818181817,1.2105238392398414,0.0,5.0,4.0,0.33,通常,2.0,6.0,26.0
ケントＴベリーブースト,3.0579710144927534,1.781308656173671,0.0,8.0,3.0,0.58,通常,3.0,6.0,21.0
ケントＴメンソール,5.134831460674158,2.7846617684116546,0.0,14.0,5.0,0.54,通常,5.0,10.0,36.0
ケントＴリッチタバコ,1.9130434782608696,0.596432079365658,1.0,4.0,2.0,0.31,通常,1.0,3.0,13.0
ケントＴＲメンソール,4.215189873417722,2.520026892794789,0.0,11.0,4.0,0.6,通常,4.0,8.0,30.0
コアラのマーチいちご,1.0,0.4714045207910317,0.0,2.0,1.0,0.47,通常,1.0,2.0,7.0
コアラのマーチ練乳ミルク,1.1428571428571428,0.36313651960128146,1.0,2.0,1.0,0.32,通常,1.0,2.0,8.0
コカ・コーラ　３００,3.1666666666666665,2.48327740429189,1.0,8.0,2.5,0.78,変動大,4.0,7.0,22.0
コカ・コーラゼロ５００,6.0,2.3664319132398464,2.0,11.0,6.5,0.39,通常,4.0,10.0,42.0
コク旨たまごサンド,10.2,4.062788451297951,1.0,22.0,10.0,0.4,通常,7.0,17.0,71.0
コク旨醤油だれの油そば,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
コミック,1.6666666666666667,1.6696942198734437,0.0,6.0,1.0,1.0,変動大,3.0,5.0,12.0
コミック乱,1.0,,1.0,1.0,1.0,,不明,,,7.0
コミック乱ツインズ,1.0,,1.0,1.0,1.0,,不明,,,7.0
コロコロハイチュウ,1.3333333333333333,0.7071067811865476,1.0,3.0,1.0,0.53,通常,1.0,2.0,9.0
コロネクッキー,1.4285714285714286,0.646206172658864,1.0,3.0,1.0,0.45,通常,1.0,2.0,10.0
コロロシャインマスカット,5.031746031746032,3.2625353982420453,1.0,20.0,4.0,0.65,通常,5.0,10.0,35.0
コロロ二十世紀梨,1.5,0.7559289460184544,1.0,3.0,1.0,0.5,通常,1.0,2.0,10.0
コロロ巨峰,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
コンパクトＳ２１．５ｃｍ,1.0769230769230769,0.4835764198615911,0.0,3.0,1.0,0.45,通常,1.0,2.0,8.0
コンパクトＳ２４．５ｃｍ,1.3333333333333333,0.8241633836921343,0.0,5.0,1.0,0.62,通常,1.0,2.0,9.0
コンパクトＳ３０．５ｃｍ,1.358974358974359,0.7066294900210021,0.0,3.0,1.0,0.52,通常,1.0,2.0,10.0
コーヒーゼリーパフェ,1.0,,1.0,1.0,1.0,,不明,,,7.0
コーヒーフレッシュ,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
コーヒーブッセ,2.125,1.1259916264596033,1.0,4.0,2.0,0.53,通常,2.0,4.0,15.0
コーヒーリッド黒Ｓ,0.0,,0.0,0.0,0.0,,不明,,,0.0
コーヒーリッドＭ,0.0,,0.0,0.0,0.0,,不明,,,0.0
コーヒー用氷Ｍ,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
コーヒー用氷Ｓ,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
コーラアップ,2.6382978723404253,2.2304759865854873,0.0,14.0,2.0,0.85,変動大,4.0,7.0,18.0
コーンのバター醤油パスタ,1.4,0.5477225575051661,1.0,2.0,1.0,0.39,通常,1.0,2.0,10.0
サクレグミレモン＆梨,6.125,5.720386882629225,1.0,22.0,4.5,0.93,変動大,9.0,15.0,43.0
サッポロラガービール３５,7.222222222222222,2.948634335492356,4.0,11.0,5.0,0.41,通常,5.0,12.0,51.0
サブレサンドバニライチゴ,2.3333333333333335,1.96638416050035,1.0,6.0,1.5,0.84,変動大,3.0,5.0,16.0
サメジマブルーソーダ味,5.461538461538462,4.074624412453754,1.0,14.0,5.0,0.75,変動大,7.0,12.0,38.0
サラサクリップ　赤,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
サラサクリップ　黒,1.325,0.7641821503897869,0.0,4.0,1.0,0.58,通常,1.0,2.0,9.0
サラダチキンのサラダ,1.0,,1.0,1.0,1.0,,不明,,,7.0
サラダチキンロール,1.7708333333333333,0.9048235594627634,1.0,4.0,2.0,0.51,通常,1.0,3.0,12.0
サラダラップチキンサルサ,1.1428571428571428,0.3779644730092272,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
サンカット　ＵＶスプレー,1.0,0.816496580927726,0.0,2.0,1.0,0.82,変動大,1.0,2.0,7.0
サンスポ（サンケ,1.619047619047619,1.0227819656743833,1.0,7.0,1.0,0.63,通常,2.0,4.0,11.0
サンスポ（山梨静０５以外,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
サンデー毎日,0.7777777777777778,0.44095855184409843,0.0,1.0,1.0,0.57,通常,1.0,2.0,5.0
サントリー天然水　２Ｌ,3.011904761904762,1.972668962140865,0.0,10.0,2.5,0.65,通常,3.0,6.0,21.0
サントリー天然水　５５０,134.7027027027027,39.22078875125117,24.0,229.0,130.0,0.29,安定,65.0,200.0,943.0
サントリー生ビール３５０,3.6153846153846154,2.1423686866978775,1.0,8.0,3.0,0.59,通常,4.0,8.0,25.0
サンドおむすび　牛カルビ,5.857142857142857,3.625307868699863,3.0,12.0,4.0,0.62,通常,6.0,12.0,41.0
サンドおむすび　豚焼肉,13.862068965517242,5.187375732976538,2.0,25.0,15.0,0.37,通常,9.0,23.0,97.0
サンドおむすび炙り焼チキ,9.466666666666667,7.899969861304776,1.0,26.0,5.0,0.83,変動大,13.0,22.0,66.0
サンド寿司　まぐろたくあ,5.769230769230769,3.9823327785324967,2.0,14.0,4.0,0.69,通常,7.0,13.0,40.0
サンド寿司　まぐろたたき,3.8857142857142857,2.068978556898926,1.0,9.0,4.0,0.53,通常,3.0,7.0,27.0
サンド寿司　サーモン,6.138888888888889,4.057816286609463,2.0,22.0,5.0,0.66,通常,7.0,13.0,43.0
サンド寿司サーモンチーズ,4.875,2.356601669474803,1.0,8.0,6.0,0.48,通常,4.0,9.0,34.0
サンリオグミチュアチャー,2.4,1.140175425099138,1.0,4.0,2.0,0.48,通常,2.0,4.0,17.0
サーモン寿司,14.0,3.9182829372660914,6.0,24.0,14.0,0.28,安定,6.0,20.0,98.0
ザクザクやみつきクランキ,1.0666666666666667,0.2581988897471611,1.0,2.0,1.0,0.24,安定,0.0,1.0,7.0
ザバスチョコレート２００,4.9375,4.40407008724127,1.0,14.0,3.0,0.89,変動大,7.0,12.0,35.0
ザバスミルクキャラメル,4.142857142857143,2.410295378065479,1.0,9.0,4.0,0.58,通常,4.0,8.0,29.0
ザバスミルクココア風味,8.179775280898877,5.133583273080779,2.0,36.0,7.0,0.63,通常,8.0,16.0,57.0
ザプレミアムモルツ３５０,2.125,1.246423454758225,1.0,4.0,2.0,0.59,通常,2.0,4.0,15.0
ザ・クレープ　生チョコ,5.188888888888889,3.016413691878041,1.0,15.0,5.0,0.58,通常,5.0,10.0,36.0
ザ・クレープチョコバナナ,2.3636363636363638,1.629277586706898,1.0,6.0,2.0,0.69,通常,3.0,5.0,17.0
シゲキックスグレープ,4.375,2.918332857414772,1.0,12.0,4.5,0.67,通常,5.0,9.0,31.0
シゲキックス梅ソルト味,3.6,1.816590212458495,2.0,6.0,3.0,0.5,通常,3.0,7.0,25.0
シフォンマンゴー＆ピーチ,1.4,0.5477225575051662,1.0,2.0,1.0,0.39,通常,1.0,2.0,10.0
シャインマスカットのど飴,2.0,0.816496580927726,1.0,3.0,2.0,0.41,通常,1.0,3.0,14.0
シャキシャキレタスサンド,8.434782608695652,3.8950640723928864,2.0,22.0,8.0,0.46,通常,6.0,14.0,59.0
シャンゴ監修　ベスビオ,1.8333333333333333,1.6020819787597222,1.0,5.0,1.0,0.87,変動大,3.0,5.0,13.0
ショコラキャラメルタルト,1.6,0.5477225575051661,1.0,2.0,2.0,0.34,通常,1.0,3.0,11.0
ショコラ＆ホイップパイ,3.3333333333333335,2.6742316936860857,0.0,8.0,4.0,0.8,変動大,4.0,7.0,23.0
ショートＳ灰緑／白大,1.0,,1.0,1.0,1.0,,不明,,,7.0
ショートＳ灰緑／白小,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
シルキータッチふつう,4.775280898876405,2.8633769358953365,1.0,15.0,4.0,0.6,通常,5.0,10.0,33.0
シルキータッチ大きめ,3.550561797752809,2.1052490457029296,1.0,13.0,3.0,0.59,通常,3.0,7.0,25.0
シングルモルト山崎１８０,2.5,1.2909944487358056,1.0,4.0,2.5,0.52,通常,2.0,4.0,18.0
シングルモルト白州１８０,1.625,0.7440238091428449,1.0,3.0,1.5,0.46,通常,1.0,3.0,11.0
シーザーパスタサラダ,1.4,0.5163977794943222,1.0,2.0,1.0,0.37,通常,1.0,2.0,10.0
シーチキン＆たまごサラダ,2.0,,2.0,2.0,2.0,,不明,,,14.0
シーチキン＆コーンサラダ,3.635294117647059,2.1867951045152014,1.0,12.0,4.0,0.6,通常,4.0,8.0,25.0
ジェットスリーム０．５,1.225,0.4797167967959899,0.0,2.0,1.0,0.39,通常,1.0,2.0,9.0
ジャックジンジャーＨＢ３,3.375,1.9955307206712847,1.0,7.0,3.0,0.59,通常,3.0,6.0,24.0
ジャパンタイムズ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ジャパンニューズ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ジャムグミいちご,1.411764705882353,0.7122871199007256,1.0,3.0,1.0,0.5,通常,1.0,2.0,10.0
ジャージー牛乳プリン,1.0,1.0,0.0,2.0,1.0,1.0,変動大,2.0,3.0,7.0
ジューシーハムサンド,15.51086956521739,8.67039242076462,2.0,42.0,14.0,0.56,通常,14.0,30.0,109.0
ジョージア　カフェモカ,13.333333333333334,13.002262246602005,1.0,34.0,5.0,0.98,変動大,21.0,34.0,93.0
ジョージア　カフェラテ,14.506172839506172,13.217529512724877,1.0,60.0,9.0,0.91,変動大,22.0,37.0,102.0
