商品名,売上金額,売上数量,販売日数,取扱店舗数,構成比,累積構成比,ABCランク,1日平均売上,平均単価
スポーツ報知（関東東北北,0.0,0.0,14,3,0.0,99.99999999999986,C,0.0,
レジ従業員金庫引継ノート,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
備蓄米　２Ｋｇ,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
備蓄米１Ｋｇ,0.0,0.0,1,2,0.0,99.99999999999986,C,0.0,
優馬（関東山形福島）,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
コーヒーフレッシュ,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
東京新聞（１都６県静０１,0.0,0.0,13,2,0.0,99.99999999999986,C,0.0,
東京スポーツ（１都６県静,0.0,0.0,9,3,0.0,99.99999999999986,C,0.0,
コーヒーリッド黒Ｓ,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
東京スポーツ競馬特別版,0.0,0.0,6,3,0.0,99.99999999999986,C,0.0,
新旧両用）ペーパフィルタ,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
新・値下シール３０円,0.0,0.0,2,1,0.0,99.99999999999986,C,0.0,
カーセンサー東日本版,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
読売新聞（１都６県静０１,0.0,0.0,13,3,0.0,99.99999999999986,C,0.0,
ＰＯＳレジロール５０巻,0.0,0.0,2,2,0.0,99.99999999999986,C,0.0,
デイリースポーツ（１都６,0.0,0.0,14,2,0.0,99.99999999999986,C,0.0,
ＴＶＬＩＦＥ　首都圏版,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
ＴｈｅＪａｐａｎＮｅｗｓ,0.0,0.0,13,3,0.0,99.99999999999986,C,0.0,
ペーパータオルＢＳ,0.0,0.0,4,3,0.0,99.99999999999986,C,0.0,
プレジデント,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
週　刊　女　性,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
◎お好み焼＆塩焼そば,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
競友（関東福島）,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
競馬ブック（関東山形福島,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
アルカリ水クリーナ－詰替,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
竹箸　５００膳,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
フライドサイミン,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
研究（関東山形福島）,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
発注レジ袋１２号バイオマ,0.0,0.0,3,1,0.0,99.99999999999986,C,0.0,
ａｎａｎ（アンアン）,0.0,0.0,2,1,0.0,99.99999999999986,C,0.0,
Ｗｅｄｇｅ（ウェッジ）,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
産経新聞（宮山梨静０５以,0.0,0.0,13,2,0.0,99.99999999999986,C,0.0,
第１０７回全国高校野球選,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
アルバトロス・ビュー,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
勝馬（関東山形福島）,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
０１：ＢＥ：ＦＩＲＳＴ,0.0,1.0,1,1,0.0,99.99999999999986,C,0.0,0.0
サンスポ（山梨静０５以外,0.0,0.0,14,2,0.0,99.99999999999986,C,0.0,
ライト豆（ＵＣＣ）,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
朝日新聞（宮山梨静０５以,0.0,0.0,13,2,0.0,99.99999999999986,C,0.0,
ストローレスリッド,0.0,0.0,2,1,0.0,99.99999999999986,C,0.0,
名札バッジ　２個入,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
スポニチ（山梨静０５以外,0.0,0.0,14,2,0.0,99.99999999999986,C,0.0,
毎日新聞（１都６県静０１,0.0,0.0,13,3,0.0,99.99999999999986,C,0.0,
しょうが香る冷し薬味そば,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
コーヒー用氷Ｓ,0.0,0.0,10,2,0.0,99.99999999999986,C,0.0,
日本経済新聞（静０５）,0.0,0.0,13,2,0.0,99.99999999999986,C,0.0,
ＪＴニューヨーク（旧：ヘ,0.0,0.0,9,1,0.0,99.99999999999986,C,0.0,
日刊競馬（関東山形福島）,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
日刊スポ（山梨静０５以外,0.0,0.0,14,2,0.0,99.99999999999986,C,0.0,
日刊ゲンダイ（１都６県静,0.0,0.0,13,3,0.0,99.99999999999986,C,0.0,
週刊ＴＶガイド（関東版）,0.0,0.0,2,1,0.0,99.99999999999986,C,0.0,
エ　コ　ノ　ミ　ス　ト,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
新Ｅプリンター用インク黒,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
クラフトテープ　１巻,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
７０Ｌ半透明ゴミ袋,0.0,0.0,1,2,0.0,99.99999999999986,C,0.0,
４５Ｌ半透明ゴミ袋,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
カフェカップＭ,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
カフェカップＳ,0.0,0.0,2,2,0.0,99.99999999999986,C,0.0,
ガムシロップ,0.0,0.0,3,2,0.0,99.99999999999986,C,0.0,
カーセンサー首都圏版,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
ダーク豆（ＵＣＣ）,0.0,0.0,2,1,0.0,99.99999999999986,C,0.0,
馬サブロー（１都６県宮城,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
新Ｅプリンター用インク青,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
新Ｅプリンター用インク赤,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
競馬エイト（関東福島）,0.0,0.0,4,2,0.0,99.99999999999986,C,0.0,
コーヒー用氷Ｍ,0.0,0.0,9,2,0.0,99.99999999999986,C,0.0,
コーヒーリッドＭ,0.0,0.0,1,1,0.0,99.99999999999986,C,0.0,
ＪＴオンサンデー（旧：ジ,0.0,0.0,2,1,0.0,99.99999999999986,C,0.0,
ブラックサンダー至福のバ,60.0,1.0,1,1,7.216012649573961e-05,99.99999999999986,C,60.0,60.0
多当　　御見舞,87.0,1.0,1,1,0.00010463218341882243,99.99992783987337,C,87.0,87.0
◎伊右衛門　濃い緑茶,121.0,1.0,1,1,0.00014552292176640822,99.99982320768994,C,121.0,121.0
明治ヨーグルトＲ－１,144.0,1.0,1,1,0.00017318430358977506,99.99967768476817,C,144.0,144.0
忍者めし鋼マスカット味,148.0,1.0,1,1,0.00017799497868949105,99.99950450046458,C,148.0,148.0
爽健美茶　６００,158.0,1.0,1,1,0.00019002166643878097,99.9993265054859,C,158.0,158.0
たけのこの里ＰＫＰ,161.0,1.0,1,1,0.00019362967276356796,99.99913648381946,C,161.0,161.0
◎ガトーショコラ風チョコ,165.0,1.0,1,1,0.00019844034786328392,99.99874441379883,C,165.0,165.0
◎芋あん豆大福,165.0,1.0,1,1,0.00019844034786328392,99.99894285414669,C,165.0,165.0
プライドポテト神戸ビーフ,168.0,1.0,1,1,0.0002020483541880709,99.99854597345097,C,168.0,168.0
月見うさぎ,180.0,2.0,1,1,0.00021648037948721884,99.9981274447173,C,180.0,90.0
２ＷＡＹマーカーピンク,180.0,1.0,1,1,0.00021648037948721884,99.99834392509679,C,180.0,180.0
透明プリン？マンゴー？,194.0,1.0,3,1,0.00023331774233622475,99.9979109643378,C,65.0,194.0
ハガキフリー,200.0,1.0,1,1,0.0002405337549857987,99.99767764659546,C,200.0,200.0
ポッキーチョコレート,207.0,1.0,1,1,0.00024895243641030165,99.99743711284047,C,207.0,207.0
魚ギョッと釣りグミ,210.0,3.0,3,1,0.00025256044273508864,99.99718816040406,C,70.0,70.0
いちごドーナツ棒１本,222.0,3.0,1,1,0.0002669924680342366,99.99693559996133,C,222.0,74.0
その他１０口座売上,228.0,1.0,1,1,0.00027420848068381053,99.9966686074933,C,228.0,228.0
抹茶シベリア３個入,230.0,1.0,1,1,0.0002766138182336685,99.99639439901262,C,230.0,230.0
野菜生活青森りんご,236.0,2.0,1,1,0.0002838298308832425,99.99611778519439,C,236.0,118.0
サラダチキンのサラダ,239.0,1.0,1,1,0.00028743783720802944,99.99583395536351,C,239.0,239.0
プロテインピーナッツバタ,249.0,1.0,1,1,0.00029946452495731936,99.99554651752631,C,249.0,249.0
まるごと和なしのど飴小袋,256.0,2.0,2,1,0.00030788320638182234,99.99493916979497,C,128.0,128.0
◎ダブルチョコデニッシュ,256.0,2.0,2,1,0.00030788320638182234,99.99524705300135,C,128.0,128.0
◎オクラわかめとろり豆腐,258.0,1.0,1,1,0.00031028854393168033,99.9946312865886,C,258.0,258.0
レジ袋４５号,259.0,37.0,28,1,0.00031149121270660933,99.99432099804467,C,9.0,7.0
プレミアムルック清水白桃,270.0,1.0,1,1,0.00032472056923082824,99.99400950683196,C,270.0,270.0
ジャパンタイムズ,273.0,1.0,1,1,0.00032832857555561523,99.99368478626273,C,273.0,273.0
リルＨリキッドＣ,292.0,4.0,4,1,0.0003511792822792661,99.99335645768718,C,73.0,73.0
