商品名,売上金額,売上数量,販売日数,取扱店舗数,構成比,累積構成比,ABCランク,1日平均売上,平均単価,フェイスくくり大分類
植物生まれマスカットグミ,5032.0,34.0,12,1,0.0060518292754426955,98.4554509777594,C,419.0,148.0,180:ガム・キャンディ
冷しぶっかけ豚肉うどん,4986.0,9.0,9,1,0.005996506511795961,98.46144748427119,C,554.0,554.0,105:調理麺
ねるねるねるねドリンク,4968.0,18.0,5,3,0.00597485847384724,98.46742234274504,C,994.0,276.0,135:牛乳・チルド飲料
果汁グミ弾力プラスいちご,4950.0,22.0,18,2,0.005953210435898517,98.47337555318094,C,275.0,225.0,180:ガム・キャンディ
ベロＭＰＭインテンス,4947.0,17.0,16,1,0.005949602429573731,98.47932515561051,C,309.0,291.0,290:たばこ
カントリーＭ塩バニラアイ,4930.0,34.0,17,1,0.005929157060399938,98.4852543126709,C,290.0,145.0,185:洋風菓子・駄菓子
Ｗ・Ｃホワイト５・１０Ｐ,4910.0,1.0,1,1,0.005905103684901358,98.4911594163558,C,4910.0,4910.0,290:たばこ
スフレ・プリン,4896.0,16.0,13,1,0.005888266322052352,98.49704768267785,C,377.0,306.0,130:デザート
いなり寿司５ヶ入,4873.0,11.0,7,1,0.005860604940228986,98.50290828761807,C,696.0,443.0,100:米飯
たまごっち　まんまる焼き,4872.0,21.0,6,2,0.005859402271454057,98.50876768988952,C,812.0,232.0,130:デザート
アーモンド・ブリーズ微糖,4864.0,38.0,13,2,0.005849780921254624,98.51461747081078,C,374.0,128.0,135:牛乳・チルド飲料
◎レモン香るティーソーダ,4810.0,37.0,6,2,0.005784836807408459,98.52040230761818,C,802.0,130.0,215:ドライ飲料
レインコートＬ,4809.0,7.0,8,1,0.00578363413863353,98.52618594175682,C,601.0,687.0,260:雨具
ソイチキン根菜ラップ,4797.0,13.0,13,1,0.005769202113334382,98.53195514387015,C,369.0,369.0,110:調理パン
梅蒸し鶏あったかそうめん,4788.0,12.0,11,1,0.005758378094360021,98.5377135219645,C,435.0,399.0,105:調理麺
◎やわらか燻製さきいか,4784.0,26.0,23,1,0.005753567419260305,98.54346708938377,C,208.0,184.0,190:和風菓子・珍味・豆菓子
ケント１・１００Ｂ１０Ｐ,4728.0,1.0,1,1,0.005686217967864281,98.54915330735163,C,4728.0,4728.0,290:たばこ
まい塩あめ小袋,4692.0,34.0,19,2,0.005642921891966838,98.55479622924359,C,247.0,138.0,180:ガム・キャンディ
超急速２ｉｎ１Ｃ＆Ｌ１ｍ,4692.0,2.0,2,1,0.005642921891966838,98.56043915113555,C,2346.0,2346.0,255:電池・電器・喫煙具
善逸たまごＢＯＸＤ２,4675.0,11.0,8,2,0.0056224765227930445,98.56606162765834,C,584.0,425.0,110:調理パン
◎冷スープかぼちゃと人参,4648.0,14.0,14,1,0.005590004465869962,98.57165163212422,C,332.0,332.0,120:惣菜
サブレサンドバニライチゴ,4648.0,14.0,6,3,0.005590004465869962,98.57724163659009,C,775.0,332.0,130:デザート
ミンティアＢカルピス,4642.0,22.0,5,2,0.005582788453220388,98.58282442504331,C,928.0,211.0,180:ガム・キャンディ
青ねぎと蒸し鶏のパスタ,4620.0,10.0,8,1,0.00555632974017195,98.58838075478349,C,578.0,462.0,105:調理麺
◎おつまみイカフライ,4620.0,42.0,33,1,0.00555632974017195,98.59393708452366,C,140.0,110.0,190:和風菓子・珍味・豆菓子
◎ツイストサンド（カスタ,4608.0,36.0,15,1,0.005541897714872802,98.59947898223854,C,307.0,128.0,145:パン
マウスＷクリア８０ＭＬ,4600.0,23.0,22,1,0.0055322763646733705,98.60501125860321,C,209.0,200.0,225:バス・洗面用品
フェットチーネマスカット,4592.0,41.0,9,2,0.005522655014473938,98.61053391361769,C,510.0,112.0,180:ガム・キャンディ
カルピスＰマンゴーピーチ,4590.0,27.0,6,1,0.005520249676924081,98.6160541632946,C,765.0,170.0,215:ドライ飲料
海苔巻おかき,4560.0,20.0,18,1,0.00548416961367621,98.62153833290829,C,253.0,228.0,190:和風菓子・珍味・豆菓子
ネオＢマスカット,4550.0,10.0,7,2,0.00547214292592692,98.62701047583421,C,650.0,455.0,290:たばこ
ネオＢレッドフルーツ,4550.0,10.0,9,3,0.00547214292592692,98.63248261876014,C,506.0,455.0,290:たばこ
◎ジュワっとした塩バター,4550.0,35.0,5,1,0.00547214292592692,98.63795476168606,C,910.0,130.0,145:パン
◎バウムクーヘン（４）,4541.0,19.0,14,2,0.00546131890695256,98.64341608059301,C,324.0,239.0,185:洋風菓子・駄菓子
◎バウムクーヘン（４）,4541.0,19.0,14,2,0.00546131890695256,98.64341608059301,C,324.0,239.0,148:半生菓子
デイリースポーツ,4526.0,31.0,28,2,0.005443278875328625,98.64885935946835,C,162.0,146.0,265:雑誌・コミック・新聞
グランドジャンプ,4514.0,10.0,9,1,0.005428846850029477,98.65428820631837,C,502.0,451.0,265:雑誌・コミック・新聞
漬けぶりおむすび,4482.0,18.0,2,1,0.005390361449231749,98.6596785677676,C,2241.0,249.0,100:米飯
アメリカヘアピン,4480.0,16.0,17,2,0.005387956111681891,98.66506652387928,C,264.0,280.0,225:バス・洗面用品
しゃり蔵ザクザクッラー油,4440.0,37.0,23,2,0.005339849360684731,98.67040637323996,C,193.0,120.0,190:和風菓子・珍味・豆菓子
ブリーフ団イカ墨まぜそば,4428.0,12.0,3,1,0.005325417335385584,98.67573179057534,C,1476.0,369.0,160:インスタントラーメン
ブリーフ団イカ墨まぜそば,4428.0,12.0,3,1,0.005325417335385584,98.67573179057534,C,1476.0,369.0,900:．
スポーツ報知,4428.0,27.0,23,3,0.005325417335385584,98.68105720791073,C,193.0,164.0,265:雑誌・コミック・新聞
江頭　激辛豚骨ラーメン,4428.0,12.0,3,1,0.005325417335385584,98.68638262524611,C,1476.0,369.0,160:インスタントラーメン
江頭　激辛豚骨ラーメン,4428.0,12.0,3,1,0.005325417335385584,98.68638262524611,C,1476.0,369.0,900:．
ミルクソースのシフォン,4428.0,12.0,5,3,0.005325417335385584,98.6917080425815,C,886.0,369.0,130:デザート
◎ドライもも,4416.0,16.0,14,1,0.0053109853100864355,98.69701902789159,C,315.0,276.0,180:ガム・キャンディ
ふわもち生大福　コーヒー,4416.0,32.0,17,2,0.0053109853100864355,98.70233001320167,C,260.0,138.0,130:デザート
スパッシュラムネレモン,4410.0,30.0,22,2,0.0053037692974368614,98.70763378249912,C,200.0,147.0,180:ガム・キャンディ
スプバレ豊潤ラガー３５０,4410.0,18.0,7,1,0.0053037692974368614,98.71293755179656,C,630.0,245.0,295:ビール
ジャムグミいちご,4368.0,24.0,17,2,0.005253257208889844,98.71819080900545,C,257.0,182.0,180:ガム・キャンディ
レモンチーズケーキ,4368.0,28.0,9,1,0.005253257208889844,98.72344406621434,C,485.0,156.0,130:デザート
◎チョコバナナロール,4368.0,28.0,13,2,0.005253257208889844,98.72869732342323,C,336.0,156.0,145:パン
ベロＢマンゴーＭ５Ｐ,4365.0,3.0,3,1,0.005249649202565057,98.7339469726258,C,1455.0,1455.0,290:たばこ
ベロＭＰミントＸインテン,4340.0,14.0,11,1,0.005219582483191832,98.739166555109,C,395.0,310.0,290:たばこ
ピュアポテト塩と岩塩,4340.0,28.0,19,1,0.005219582483191832,98.74438613759219,C,228.0,155.0,195:スナック菓子
ツメキリ　Ｓ,4320.0,9.0,9,1,0.005195529107693252,98.74958166669988,C,480.0,480.0,225:バス・洗面用品
ザプレミアムモルツ３５０,4318.0,17.0,8,1,0.005193123770143394,98.75477479047002,C,540.0,254.0,295:ビール
バナナバウムクーヘン,4309.0,31.0,10,3,0.005182299751169034,98.75995709022119,C,431.0,139.0,185:洋風菓子・駄菓子
◎こだわりのバタークッキ,4302.0,18.0,17,1,0.00517388106974453,98.76513097129094,C,253.0,239.0,185:洋風菓子・駄菓子
◎こだわりのバタークッキ,4302.0,18.0,17,1,0.00517388106974453,98.76513097129094,C,253.0,239.0,148:半生菓子
ラッキーＳトロピカルＢ,4301.0,11.0,11,1,0.005172678400969601,98.77030364969191,C,391.0,391.0,290:たばこ
ルーロー飯おむすび,4268.0,22.0,3,1,0.005132990331396944,98.7754366400233,C,1423.0,194.0,100:米飯
メビウスＳＴ１　１００,4224.0,8.0,7,1,0.005080072905300069,98.7805167129286,C,603.0,528.0,290:たばこ
メビウス１００Ｂ,4224.0,8.0,8,1,0.005080072905300069,98.7855967858339,C,528.0,528.0,290:たばこ
ゆず冷し鶏塩おろしうどん,4208.0,8.0,10,1,0.005060830204901205,98.7906576160388,C,421.0,526.0,105:調理麺
サンリオグミチュアチャー,4200.0,12.0,5,1,0.005051208854701773,98.7957088248935,C,840.0,350.0,185:洋風菓子・駄菓子
サンデー毎日,4200.0,7.0,9,1,0.005051208854701773,98.80076003374819,C,467.0,600.0,265:雑誌・コミック・新聞
金のミルクキャンディ,4199.0,19.0,17,1,0.005050006185926844,98.80581003993412,C,247.0,221.0,180:ガム・キャンディ
◎グリルＣヨシダテリヤキ,4176.0,18.0,7,2,0.005022344804103477,98.81083238473822,C,597.0,232.0,120:惣菜
ネバネバと大根のサラダ,4158.0,14.0,12,1,0.005000696766154755,98.81583308150438,C,346.0,297.0,115:サラダ
◎ロングデニッシュ（バタ,4114.0,34.0,6,1,0.004947779340057879,98.82078086084444,C,686.0,121.0,145:パン
冷しすだちおろしうどん,4080.0,8.0,6,1,0.004906888601710294,98.82568774944615,C,680.0,510.0,105:調理麺
さけるグミハロウィン,4080.0,34.0,18,2,0.004906888601710294,98.83059463804786,C,227.0,120.0,185:洋風菓子・駄菓子
ビタミン野菜,4068.0,36.0,12,2,0.004892456576411146,98.83548709462427,C,339.0,113.0,135:牛乳・チルド飲料
◎南高梅はちみつ入個食,4061.0,31.0,19,1,0.004884037894986643,98.84037113251925,C,214.0,131.0,125:日配品・生鮮品
鶏焼肉のバインミー,4059.0,11.0,5,1,0.0048816325574367846,98.8452527650767,C,812.0,369.0,110:調理パン
梨スムージー,4053.0,21.0,10,1,0.004874416544787211,98.85012718162149,C,405.0,193.0,135:牛乳・チルド飲料
アリィージェルＵＶミニ,4038.0,3.0,3,1,0.004856376513163276,98.85498355813465,C,1346.0,1346.0,220:化粧品
マカロンチョコパッション,4005.0,15.0,5,2,0.0048166884435906195,98.85980024657825,C,801.0,267.0,130:デザート
赤肉メロンミルク,4005.0,15.0,7,1,0.0048166884435906195,98.86461693502184,C,572.0,267.0,135:牛乳・チルド飲料
技のこだ割り濃厚醤油,4002.0,29.0,22,1,0.004813080437265832,98.8694300154591,C,182.0,138.0,190:和風菓子・珍味・豆菓子
ハリボープリマヴェーラ,3960.0,20.0,10,1,0.004762568348718814,98.87419258380783,C,396.0,198.0,180:ガム・キャンディ
パーラメント１００ＢＯＸ,3948.0,7.0,7,1,0.004748136323419666,98.87894072013124,C,564.0,564.0,290:たばこ
ＢＳおつまみ焼そば味スパ,3944.0,29.0,14,1,0.00474332564831995,98.88368404577956,C,282.0,136.0,190:和風菓子・珍味・豆菓子
ラッキーＳＲタバコ１０Ｐ,3910.0,1.0,1,1,0.004702434909972365,98.88838648068953,C,3910.0,3910.0,290:たばこ
紳士ショートＳ黒,3900.0,10.0,11,1,0.004690408222223075,98.89307688891175,C,355.0,390.0,245:衣料品
婦人ショートＳ白,3900.0,10.0,11,1,0.004690408222223075,98.89776729713397,C,355.0,390.0,245:衣料品
納豆細巻寿司（５巻増量）,3890.0,10.0,6,2,0.004678381534473784,98.90244567866844,C,648.0,389.0,100:米飯
冷しニンニクまぜそば,3882.0,6.0,6,2,0.004668760184274353,98.90711443885272,C,647.0,647.0,105:調理麺
ＬＩＢＥＲＡミルク,3878.0,14.0,13,1,0.004663949509174637,98.9117783883619,C,298.0,277.0,185:洋風菓子・駄菓子
マカダミアパンケーキ,3876.0,12.0,7,2,0.004661544171624779,98.91643993253352,C,554.0,323.0,130:デザート
おーいお茶濃い茶１Ｌ,3872.0,22.0,12,1,0.004656733496525063,98.92109666603005,C,323.0,176.0,215:ドライ飲料
１９６無糖ピンクＧＦ３５,3864.0,24.0,8,1,0.004647112146325631,98.92574377817638,C,483.0,161.0,305:ワイン・洋酒
１９６白桃３５０,3864.0,24.0,14,1,0.004647112146325631,98.93039089032271,C,276.0,161.0,305:ワイン・洋酒
ネクターピーチティー,3860.0,20.0,13,2,0.004642301471225915,98.93503319179393,C,297.0,193.0,135:牛乳・チルド飲料
８×４ロールオンせっけん,3846.0,6.0,6,1,0.004625464108376909,98.9396586559023,C,641.0,641.0,220:化粧品
ヘパリーゼＷハイパー,3800.0,10.0,7,1,0.004570141344730176,98.94422879724704,C,543.0,380.0,205:健康サポート飲料
男梅シート,3800.0,19.0,15,1,0.004570141344730176,98.94879893859176,C,253.0,200.0,180:ガム・キャンディ
ケント・６・１００ＢＯＸ,3784.0,8.0,6,2,0.004550898644331312,98.95334983723609,C,631.0,473.0,290:たばこ
わた雪みたいなレアチーズ,3780.0,12.0,6,2,0.004546087969231596,98.95789592520532,C,630.0,315.0,130:デザート
もっちりクリームロール,3756.0,12.0,9,2,0.0045172239186332995,98.96241314912396,C,417.0,313.0,130:デザート
ピュアポテト濃いのり塩,3720.0,24.0,16,2,0.004473927842735856,98.9668870769667,C,232.0,155.0,195:スナック菓子
白玉入りお芋のどら焼き,3705.0,19.0,6,3,0.004455887811111921,98.97134296477782,C,618.0,195.0,130:デザート
味付海苔　おかか味噌,3703.0,23.0,2,2,0.004453482473562063,98.97579644725138,C,1852.0,161.0,100:米飯
ヴァルトＩメンソールＣＬ,3696.0,7.0,6,2,0.0044450637921375595,98.98024151104352,C,616.0,528.0,290:たばこ
ヴァルトメンソールＣＬ,3696.0,7.0,7,1,0.0044450637921375595,98.98468657483565,C,528.0,528.0,290:たばこ
島星シトラスエール３５０,3672.0,12.0,7,1,0.004416199741539264,98.98910277457719,C,525.0,306.0,295:ビール
◎ふわもち食感のメープル,3645.0,27.0,1,3,0.004383727684616181,98.9934865022618,C,3645.0,135.0,145:パン
ＩＱＯＳｉＯＳモデル,3619.0,1.0,1,1,0.004352458296468028,98.99783896055827,C,3619.0,3619.0,290:たばこ
グロー・ヒーロ・ルビー,3619.0,1.0,1,1,0.004352458296468028,99.00219141885474,C,3619.0,3619.0,290:たばこ
グローＨプロサクラＥＤ,3619.0,1.0,1,1,0.004352458296468028,99.0065438771512,C,3619.0,3619.0,290:たばこ
ＩＱＯＳｉＯＤバイオレ,3619.0,1.0,1,1,0.004352458296468028,99.01089633544767,C,3619.0,3619.0,290:たばこ
スーパーグリップシャープ,3600.0,36.0,27,2,0.004329607589744377,99.01522594303741,C,133.0,100.0,250:文具・玩具・趣味雑貨
ヤクルトＹ１０００,3600.0,24.0,11,1,0.004329607589744377,99.01955555062715,C,327.0,150.0,135:牛乳・チルド飲料
ロリポップＣちいかわ黒猫,3600.0,12.0,4,1,0.004329607589744377,99.02388515821688,C,900.0,300.0,185:洋風菓子・駄菓子
白いたべっ子おさつバター,3600.0,20.0,14,2,0.004329607589744377,99.02821476580662,C,257.0,180.0,185:洋風菓子・駄菓子
ＵＳＢ－Ｃ電池式６本,3600.0,2.0,2,1,0.004329607589744377,99.03254437339636,C,1800.0,1800.0,255:電池・電器・喫煙具
たっぷりコーンマヨネーズ,3564.0,12.0,2,2,0.004286311513846933,99.03683068491021,C,1782.0,297.0,110:調理パン
３種チーズとハムのサンド,3553.0,11.0,3,1,0.004273082157322714,99.04110376706754,C,1184.0,323.0,110:調理パン
トマトジュースプレミアム,3552.0,24.0,13,2,0.004271879488547786,99.04537564655608,C,273.0,148.0,135:牛乳・チルド飲料
小岩井　Ｔｈｅカフェオレ,3498.0,22.0,4,1,0.00420693537470162,99.04958258193078,C,874.0,159.0,215:ドライ飲料
冷たいパスタチキンバジル,3493.0,7.0,7,1,0.004200922030826975,99.05378350396161,C,499.0,499.0,105:調理麺
堅ぶつ揚げとうもろこし味,3456.0,27.0,14,1,0.004156423286154601,99.05793992724776,C,247.0,128.0,190:和風菓子・珍味・豆菓子
さくふわきなこもちぼーる,3450.0,23.0,13,3,0.004149207273505028,99.06208913452126,C,265.0,150.0,190:和風菓子・珍味・豆菓子
ラーク・１００・ＢＯＸ,3437.0,7.0,7,1,0.004133572579430951,99.06622270710069,C,491.0,491.0,290:たばこ
厚切りロースカツサンド,3408.0,8.0,1,1,0.00409869518495801,99.07032140228566,C,3408.0,426.0,110:調理パン
ルックホワイトラバーズ,3400.0,17.0,6,1,0.004089073834758578,99.07441047612042,C,567.0,200.0,185:洋風菓子・駄菓子
ブロックロスジークアクス,3400.0,2.0,2,1,0.004089073834758578,99.07849954995518,C,1700.0,1700.0,250:文具・玩具・趣味雑貨
ブロックロス　ユニコーン,3400.0,2.0,2,1,0.004089073834758578,99.08258862378995,C,1700.0,1700.0,250:文具・玩具・趣味雑貨
ＢＳラーメン丸銀だこ,3360.0,21.0,8,2,0.004040967083761418,99.08662959087371,C,420.0,160.0,195:スナック菓子
ピンクグレープフルーツア,3348.0,18.0,13,1,0.00402653505846227,99.09065612593217,C,258.0,186.0,180:ガム・キャンディ
◎とん汁,3340.0,20.0,19,1,0.0040169137082628386,99.09467303964043,C,176.0,167.0,165:インスタント食品
◎増量チョコビスケット,3336.0,24.0,6,2,0.004012103033163123,99.09868514267359,C,556.0,139.0,185:洋風菓子・駄菓子
明太海苔弁当,3330.0,6.0,6,1,0.004004887020513548,99.1026900296941,C,555.0,555.0,100:米飯
クッキークリームクレープ,3320.0,10.0,4,2,0.003992860332764259,99.10668289002686,C,830.0,332.0,130:デザート
Ｈジョージア　ブラック,3312.0,24.0,9,1,0.003983238982564826,99.11066612900943,C,368.0,138.0,215:ドライ飲料
ＢＳラーメン柿の種ミック,3300.0,30.0,19,1,0.003968806957265679,99.11463493596669,C,174.0,110.0,190:和風菓子・珍味・豆菓子
エボルタＮＥＯ単３－４Ｐ,3295.0,5.0,5,1,0.003962793613391034,99.11859772958009,C,659.0,659.0,255:電池・電器・喫煙具
スポーツニッポン,3280.0,20.0,17,2,0.003944753581767099,99.12254248316185,C,193.0,164.0,265:雑誌・コミック・新聞
◎生コッペパン（ツナ＆ポ,3278.0,22.0,6,1,0.00394234824421724,99.12648483140607,C,546.0,149.0,145:パン
フリクション３スリムＢＫ,3246.0,6.0,6,1,0.003903862843419513,99.13038869424949,C,541.0,541.0,250:文具・玩具・趣味雑貨
ポテロング,3240.0,20.0,16,1,0.0038966468307699387,99.13428534108026,C,202.0,162.0,195:スナック菓子
野菜マシマシ冷し中華,3235.0,5.0,3,1,0.003890633486895294,99.13817597456715,C,1078.0,647.0,105:調理麺
マーブルパウチ,3225.0,15.0,11,1,0.0038786067991460043,99.1420545813663,C,293.0,215.0,185:洋風菓子・駄菓子
オイコス　ストロベリー,3213.0,17.0,15,1,0.003864174773846856,99.14591875614015,C,214.0,189.0,130:デザート
ベロスピッフィーＳミント,3201.0,11.0,10,2,0.0038497427485477084,99.14976849888869,C,320.0,291.0,290:たばこ
サンカット　ＵＶスプレー,3192.0,4.0,4,1,0.0038389187295733477,99.15360741761826,C,798.0,798.0,220:化粧品
